,parameter C1,parameter C2,parameter W,parameter CR,parameter MR,fitness,sequence
23,0.2,0.2,0.2,1.0,0.8,0.002331002331002331,"[6, 13, 26, 14, 8, 18, 5, 8, 22, 26, 2, 6, 20, 18, 24, 19, 5, 6, 7, 2, 4, 7, 26, 20, 0, 19, 10, 25, 16, 1, 16, 10, 4, 0, 11, 23, 25, 10, 17, 15, 11, 15, 1, 2, 25, 3, 21, 5, 24, 14, 19, 3, 22, 12, 12, 9, 21, 1, 11, 9, 23, 14, 4, 13, 18, 9, 12, 22, 23, 15, 17, 7, 3, 16, 13, 20, 21, 8, 0, 24, 17]"
24,0.2,0.2,0.2,1.0,1.0,0.002331002331002331,"[17, 11, 10, 24, 5, 8, 14, 13, 20, 23, 3, 19, 1, 15, 4, 4, 26, 25, 12, 9, 6, 9, 17, 5, 15, 1, 19, 10, 11, 21, 13, 12, 18, 11, 23, 16, 3, 6, 7, 10, 18, 23, 18, 14, 6, 24, 22, 26, 25, 17, 9, 7, 5, 16, 22, 7, 21, 21, 1, 0, 16, 2, 3, 2, 2, 20, 15, 25, 0, 26, 22, 24, 13, 8, 4, 8, 14, 19, 0, 12, 20]"
25,0.2,0.2,0.4,0.2,0.2,0.002331002331002331,"[19, 2, 4, 1, 22, 23, 9, 8, 18, 17, 23, 1, 6, 3, 5, 10, 2, 12, 13, 4, 5, 17, 9, 0, 16, 1, 20, 23, 0, 8, 25, 14, 26, 0, 21, 15, 21, 11, 15, 24, 17, 24, 7, 15, 14, 9, 13, 8, 20, 3, 7, 16, 5, 11, 12, 6, 26, 19, 11, 3, 16, 4, 2, 22, 7, 6, 20, 25, 19, 10, 26, 22, 21, 12, 18, 25, 18, 24, 13, 10, 14]"
26,0.2,0.2,0.4,0.2,0.4,0.002331002331002331,"[26, 10, 18, 3, 16, 22, 5, 14, 3, 2, 8, 24, 2, 20, 23, 17, 20, 14, 15, 10, 7, 24, 26, 13, 23, 2, 18, 19, 16, 0, 11, 3, 26, 19, 8, 0, 14, 21, 23, 18, 12, 13, 9, 20, 22, 4, 9, 4, 21, 1, 12, 12, 25, 21, 25, 10, 19, 1, 8, 11, 9, 24, 7, 6, 4, 5, 7, 13, 1, 16, 11, 6, 25, 17, 15, 17, 5, 15, 6, 0, 22]"
27,0.2,0.2,0.4,0.2,0.6,0.0022935779816513763,"[21, 7, 20, 25, 12, 18, 6, 12, 14, 22, 8, 0, 16, 26, 19, 25, 26, 9, 2, 4, 23, 24, 10, 10, 23, 16, 0, 14, 7, 8, 7, 5, 24, 4, 15, 24, 4, 2, 6, 1, 17, 16, 9, 1, 3, 6, 22, 3, 14, 21, 5, 13, 18, 11, 1, 26, 13, 19, 10, 23, 17, 13, 22, 21, 20, 20, 12, 11, 2, 15, 17, 15, 0, 18, 25, 8, 3, 19, 9, 5, 11]"
28,0.2,0.2,0.4,0.2,0.8,0.0023584905660377358,"[10, 5, 19, 0, 25, 24, 11, 3, 6, 22, 0, 11, 15, 3, 21, 9, 9, 3, 8, 13, 7, 14, 12, 2, 7, 18, 23, 4, 17, 4, 8, 2, 8, 26, 26, 1, 24, 0, 6, 14, 18, 1, 23, 4, 2, 20, 10, 26, 22, 12, 25, 1, 10, 13, 5, 5, 19, 15, 15, 21, 12, 17, 20, 14, 9, 17, 23, 21, 18, 20, 13, 22, 16, 6, 25, 16, 16, 11, 7, 24, 19]"
29,0.2,0.2,0.4,0.2,1.0,0.0023752969121140144,"[9, 13, 11, 5, 24, 1, 17, 24, 7, 15, 23, 14, 3, 21, 13, 0, 3, 25, 25, 1, 14, 0, 24, 23, 5, 11, 18, 10, 9, 10, 4, 7, 11, 15, 20, 4, 5, 8, 16, 4, 19, 17, 9, 16, 17, 0, 21, 15, 20, 2, 26, 18, 13, 14, 6, 2, 18, 20, 22, 6, 7, 22, 6, 12, 16, 19, 23, 1, 12, 21, 22, 2, 25, 10, 26, 12, 19, 8, 26, 3, 8]"
30,0.2,0.2,0.4,0.4,0.2,0.002369668246445498,"[20, 26, 8, 15, 13, 13, 16, 7, 14, 10, 4, 19, 17, 0, 17, 15, 19, 13, 17, 5, 18, 24, 6, 22, 23, 26, 8, 25, 9, 12, 18, 23, 20, 2, 15, 12, 21, 3, 4, 21, 25, 7, 4, 16, 14, 22, 6, 10, 3, 0, 25, 7, 5, 1, 21, 16, 24, 11, 24, 11, 8, 9, 19, 0, 26, 22, 23, 1, 2, 5, 6, 12, 11, 3, 20, 2, 14, 9, 18, 1, 10]"
31,0.2,0.2,0.4,0.4,0.4,0.0023094688221709007,"[5, 2, 2, 20, 0, 10, 12, 16, 17, 24, 26, 4, 23, 14, 22, 20, 6, 1, 15, 8, 6, 1, 15, 3, 23, 24, 9, 17, 9, 26, 8, 20, 15, 2, 0, 18, 10, 12, 19, 5, 17, 13, 26, 18, 7, 19, 16, 11, 10, 16, 22, 14, 1, 19, 13, 7, 22, 4, 8, 6, 12, 0, 25, 4, 24, 21, 5, 18, 11, 25, 25, 13, 3, 9, 23, 11, 7, 21, 14, 21, 3]"
32,0.2,0.2,0.4,0.4,0.6,0.002457002457002457,"[2, 7, 22, 25, 4, 25, 1, 14, 18, 24, 14, 23, 1, 8, 15, 23, 12, 0, 6, 15, 8, 23, 6, 10, 13, 14, 3, 10, 22, 16, 5, 18, 26, 21, 9, 10, 2, 13, 2, 3, 4, 25, 6, 0, 24, 16, 12, 5, 15, 8, 11, 24, 12, 22, 0, 7, 20, 26, 9, 4, 20, 9, 21, 16, 19, 19, 1, 26, 17, 21, 19, 5, 13, 18, 20, 11, 7, 17, 17, 3, 11]"
33,0.2,0.2,0.4,0.4,0.8,0.002304147465437788,"[5, 0, 23, 20, 14, 13, 13, 6, 16, 5, 6, 21, 7, 10, 19, 14, 11, 15, 6, 22, 23, 8, 8, 2, 19, 5, 24, 21, 14, 1, 7, 4, 12, 11, 2, 12, 18, 9, 2, 1, 1, 23, 25, 7, 15, 26, 16, 4, 26, 0, 3, 16, 0, 9, 20, 10, 15, 17, 17, 24, 18, 24, 22, 25, 10, 3, 19, 11, 4, 25, 8, 20, 18, 17, 22, 3, 26, 9, 13, 12, 21]"
34,0.2,0.2,0.4,0.4,1.0,0.002380952380952381,"[22, 20, 1, 17, 25, 0, 7, 6, 26, 6, 11, 3, 5, 21, 19, 13, 24, 2, 4, 24, 14, 9, 23, 23, 11, 10, 6, 13, 17, 21, 18, 10, 20, 2, 8, 14, 18, 9, 20, 14, 7, 26, 2, 25, 15, 10, 0, 19, 18, 1, 16, 24, 7, 8, 16, 19, 1, 21, 12, 0, 3, 11, 5, 5, 17, 15, 4, 15, 23, 26, 16, 12, 13, 4, 25, 22, 3, 12, 22, 8, 9]"
35,0.2,0.2,0.4,0.6,0.2,0.00228310502283105,"[21, 15, 16, 8, 1, 0, 2, 4, 12, 10, 19, 26, 14, 6, 24, 2, 9, 6, 17, 5, 22, 19, 5, 11, 3, 20, 20, 8, 3, 14, 15, 21, 11, 10, 0, 2, 24, 1, 17, 25, 17, 23, 9, 6, 22, 5, 16, 16, 23, 12, 7, 20, 26, 12, 18, 24, 15, 8, 18, 18, 7, 14, 13, 19, 11, 0, 4, 13, 22, 7, 25, 3, 26, 4, 9, 10, 25, 1, 23, 21, 13]"
36,0.2,0.2,0.4,0.6,0.4,0.0022988505747126436,"[15, 5, 12, 9, 6, 19, 23, 8, 19, 19, 26, 20, 4, 24, 2, 20, 16, 18, 5, 21, 1, 22, 2, 10, 14, 26, 11, 4, 17, 14, 6, 1, 18, 13, 24, 8, 11, 24, 25, 10, 20, 17, 5, 11, 23, 8, 12, 6, 7, 0, 26, 16, 13, 21, 23, 22, 7, 25, 1, 22, 2, 25, 9, 3, 3, 17, 21, 12, 18, 3, 7, 13, 14, 16, 0, 10, 4, 9, 15, 0, 15]"
37,0.2,0.2,0.4,0.6,0.6,0.002352941176470588,"[1, 11, 11, 26, 23, 24, 19, 26, 20, 15, 4, 17, 18, 6, 20, 13, 7, 0, 14, 25, 22, 9, 21, 10, 15, 21, 20, 11, 18, 7, 1, 10, 12, 26, 9, 2, 2, 19, 0, 13, 17, 24, 16, 16, 6, 1, 25, 23, 8, 0, 5, 9, 3, 19, 6, 8, 2, 14, 14, 4, 10, 24, 17, 25, 12, 22, 3, 8, 5, 16, 22, 23, 12, 15, 3, 7, 5, 21, 18, 13, 4]"
38,0.2,0.2,0.4,0.6,0.8,0.002336448598130841,"[1, 25, 9, 18, 14, 25, 24, 0, 5, 13, 5, 15, 9, 15, 6, 19, 12, 5, 26, 9, 11, 6, 6, 8, 10, 11, 15, 4, 23, 4, 24, 14, 13, 11, 8, 1, 4, 25, 20, 24, 23, 18, 26, 7, 1, 10, 17, 26, 16, 20, 7, 10, 2, 0, 21, 16, 8, 18, 22, 21, 23, 2, 19, 20, 22, 16, 0, 7, 2, 17, 12, 12, 17, 3, 19, 14, 3, 13, 22, 21, 3]"
39,0.2,0.2,0.4,0.6,1.0,0.0023094688221709007,"[10, 15, 9, 16, 11, 7, 6, 18, 20, 22, 26, 18, 20, 5, 5, 8, 0, 0, 9, 15, 9, 15, 20, 4, 5, 6, 14, 24, 7, 2, 24, 12, 16, 8, 12, 14, 10, 23, 6, 4, 11, 3, 4, 23, 3, 13, 7, 16, 26, 18, 22, 17, 22, 1, 21, 19, 13, 1, 25, 17, 25, 19, 26, 11, 8, 25, 23, 19, 13, 0, 12, 10, 24, 14, 3, 21, 2, 1, 17, 2, 21]"
40,0.2,0.2,0.4,0.8,0.2,0.0022522522522522522,"[17, 6, 6, 7, 4, 11, 18, 15, 15, 7, 22, 8, 26, 26, 2, 12, 7, 10, 16, 24, 1, 1, 24, 16, 9, 10, 21, 11, 25, 14, 20, 25, 5, 18, 3, 25, 15, 21, 20, 4, 17, 16, 0, 9, 2, 4, 17, 5, 0, 3, 6, 8, 14, 11, 19, 23, 1, 18, 9, 13, 2, 12, 22, 23, 13, 14, 22, 5, 19, 8, 10, 12, 3, 21, 0, 23, 13, 24, 20, 26, 19]"
