Mr,,,,,,,
785,0.3,0.3,0.3,0.5,0.1,0.004149378,"[7, 7, 11, 25, 8, 21, 10, 18, 15, 2, 5, 24, 12, 13, 26, 14, 3, 3, 13, 21, 6, 20, 6, 15, 4, 6, 22, 0, 4, 16, 16, 1, 18, 5, 15, 25, 23, 7, 2, 16, 1, 8, 9, 25, 26, 10, 24, 20, 23, 3, 9, 19, 14, 12, 19, 22, 9, 22, 26, 5, 20, 10, 19, 14, 8, 0, 1, 12, 23, 11, 13, 24, 21, 17, 17, 18, 0, 4, 17, 2, 11]"
786,0.3,0.3,0.3,0.5,0.3,0.004065041,"[7, 12, 18, 8, 22, 7, 26, 2, 21, 6, 23, 11, 8, 1, 14, 6, 3, 1, 1, 15, 9, 16, 4, 7, 24, 10, 10, 4, 14, 22, 6, 20, 9, 25, 18, 16, 9, 3, 17, 15, 11, 23, 17, 16, 5, 19, 24, 20, 19, 5, 20, 0, 26, 3, 24, 14, 0, 12, 25, 10, 17, 4, 25, 18, 13, 12, 2, 26, 19, 15, 23, 2, 21, 22, 11, 8, 5, 0, 21, 13, 13]"
787,0.3,0.3,0.3,0.5,0.5,0.004032258,"[9, 0, 11, 10, 4, 14, 21, 6, 5, 20, 26, 22, 26, 9, 8, 23, 25, 1, 3, 16, 16, 14, 25, 21, 18, 5, 6, 15, 11, 7, 15, 0, 22, 19, 25, 8, 7, 12, 2, 6, 9, 8, 13, 5, 10, 11, 1, 20, 0, 17, 4, 19, 24, 7, 3, 23, 26, 19, 2, 20, 18, 10, 13, 14, 18, 3, 1, 24, 12, 24, 12, 21, 17, 15, 16, 13, 23, 2, 17, 22, 4]"
788,0.3,0.3,0.3,0.5,0.7,0.004424779,"[24, 15, 26, 12, 18, 6, 0, 21, 1, 15, 19, 7, 15, 10, 22, 9, 8, 11, 20, 16, 14, 1, 22, 14, 10, 13, 1, 19, 3, 4, 10, 8, 17, 21, 4, 4, 0, 11, 16, 18, 11, 6, 7, 24, 17, 3, 0, 20, 20, 3, 23, 2, 26, 2, 9, 9, 23, 19, 25, 18, 17, 6, 14, 12, 26, 7, 16, 5, 5, 5, 25, 8, 12, 24, 23, 13, 13, 25, 2, 22, 21]"
789,0.3,0.3,0.3,0.5,0.9,0.004032258,"[20, 1, 15, 13, 13, 3, 18, 21, 5, 25, 0, 20, 12, 11, 21, 8, 11, 13, 5, 6, 8, 18, 10, 23, 9, 4, 16, 26, 22, 24, 8, 2, 25, 19, 15, 2, 9, 25, 6, 0, 24, 7, 9, 12, 19, 1, 12, 26, 10, 0, 16, 11, 14, 23, 3, 15, 7, 1, 5, 3, 4, 14, 22, 10, 2, 16, 23, 19, 17, 26, 22, 17, 6, 24, 21, 14, 20, 4, 7, 17, 18]"
Cr,,,,,,,
778,0.3,0.3,0.3,0.1,0.7,0.004081633,"[21, 5, 23, 16, 17, 1, 2, 20, 25, 8, 15, 16, 11, 13, 8, 19, 6, 26, 19, 3, 9, 12, 9, 26, 16, 1, 9, 15, 26, 17, 1, 11, 5, 20, 2, 10, 24, 4, 0, 24, 15, 17, 23, 0, 7, 10, 24, 21, 7, 13, 11, 13, 18, 3, 8, 3, 6, 5, 25, 6, 7, 20, 0, 19, 4, 14, 14, 2, 22, 23, 22, 18, 4, 22, 18, 12, 12, 21, 10, 14, 25]"
783,0.3,0.3,0.3,0.3,0.7,0.003952569,"[0, 9, 17, 3, 5, 14, 4, 25, 18, 22, 26, 15, 25, 24, 16, 8, 8, 10, 10, 2, 25, 7, 14, 3, 16, 3, 17, 26, 11, 7, 18, 13, 19, 16, 2, 18, 0, 19, 5, 2, 8, 6, 21, 24, 19, 20, 22, 4, 9, 15, 23, 21, 12, 5, 1, 4, 10, 9, 20, 6, 7, 12, 6, 12, 26, 22, 1, 23, 17, 13, 20, 15, 23, 21, 0, 13, 11, 14, 24, 1, 11]"
788,0.3,0.3,0.3,0.5,0.7,0.004424779,"[24, 15, 26, 12, 18, 6, 0, 21, 1, 15, 19, 7, 15, 10, 22, 9, 8, 11, 20, 16, 14, 1, 22, 14, 10, 13, 1, 19, 3, 4, 10, 8, 17, 21, 4, 4, 0, 11, 16, 18, 11, 6, 7, 24, 17, 3, 0, 20, 20, 3, 23, 2, 26, 2, 9, 9, 23, 19, 25, 18, 17, 6, 14, 12, 26, 7, 16, 5, 5, 5, 25, 8, 12, 24, 23, 13, 13, 25, 2, 22, 21]"
793,0.3,0.3,0.3,0.7,0.7,0.003952569,"[7, 1, 16, 15, 9, 14, 19, 13, 11, 11, 18, 1, 3, 25, 19, 17, 16, 23, 19, 21, 21, 5, 15, 17, 14, 23, 6, 1, 10, 3, 20, 5, 20, 0, 9, 17, 9, 11, 7, 6, 4, 22, 3, 10, 10, 7, 13, 18, 24, 13, 12, 4, 22, 4, 21, 26, 2, 2, 23, 5, 15, 26, 26, 25, 0, 22, 8, 8, 14, 25, 6, 24, 12, 20, 2, 24, 12, 18, 16, 8, 0]"
798,0.3,0.3,0.3,0.9,0.7,0.004016064,"[7, 16, 24, 7, 8, 25, 5, 22, 19, 13, 15, 10, 20, 2, 19, 4, 1, 13, 4, 2, 12, 25, 16, 11, 0, 20, 3, 15, 16, 17, 4, 2, 19, 25, 7, 6, 14, 14, 21, 6, 17, 23, 23, 24, 8, 10, 0, 24, 21, 15, 10, 12, 8, 18, 0, 9, 17, 3, 5, 26, 1, 14, 11, 6, 9, 18, 26, 18, 20, 9, 3, 22, 11, 22, 23, 13, 5, 1, 21, 26, 12]"
w,,,,,,,
