Mr,,,,,,,
763,0.3,0.3,0.1,0.5,0.7,0.003968254,"[16, 16, 7, 2, 1, 6, 20, 2, 4, 3, 24, 15, 25, 24, 23, 12, 9, 13, 10, 5, 8, 18, 9, 10, 21, 17, 11, 11, 6, 17, 19, 6, 0, 15, 12, 7, 5, 7, 24, 18, 10, 1, 5, 8, 14, 23, 9, 25, 16, 13, 22, 22, 0, 23, 19, 25, 21, 18, 20, 0, 21, 1, 4, 26, 11, 22, 26, 13, 3, 17, 8, 15, 14, 12, 3, 2, 4, 14, 20, 26, 19]"
788,0.3,0.3,0.3,0.5,0.7,0.004424779,"[24, 15, 26, 12, 18, 6, 0, 21, 1, 15, 19, 7, 15, 10, 22, 9, 8, 11, 20, 16, 14, 1, 22, 14, 10, 13, 1, 19, 3, 4, 10, 8, 17, 21, 4, 4, 0, 11, 16, 18, 11, 6, 7, 24, 17, 3, 0, 20, 20, 3, 23, 2, 26, 2, 9, 9, 23, 19, 25, 18, 17, 6, 14, 12, 26, 7, 16, 5, 5, 5, 25, 8, 12, 24, 23, 13, 13, 25, 2, 22, 21]"
813,0.3,0.3,0.5,0.5,0.7,0.003952569,"[24, 9, 9, 1, 26, 10, 0, 8, 7, 14, 1, 22, 2, 12, 20, 18, 4, 6, 23, 18, 3, 14, 20, 18, 16, 26, 3, 2, 1, 5, 15, 5, 9, 16, 4, 22, 7, 21, 19, 8, 24, 11, 7, 0, 10, 15, 12, 24, 11, 14, 8, 23, 11, 2, 17, 10, 12, 5, 15, 6, 21, 0, 3, 25, 19, 21, 26, 13, 20, 16, 19, 22, 13, 4, 23, 13, 17, 6, 25, 25, 17]"
838,0.3,0.3,0.7,0.5,0.7,0.003984064,"[2, 12, 1, 24, 13, 21, 6, 0, 19, 5, 8, 11, 16, 4, 19, 20, 7, 14, 26, 20, 10, 10, 21, 13, 1, 8, 0, 24, 3, 9, 3, 10, 6, 23, 9, 5, 16, 18, 2, 15, 11, 26, 23, 12, 1, 22, 15, 15, 26, 18, 17, 7, 4, 23, 16, 0, 7, 13, 14, 11, 22, 2, 19, 22, 20, 9, 24, 12, 6, 3, 25, 14, 21, 25, 18, 8, 5, 4, 17, 17, 25]"
863,0.3,0.3,0.9,0.5,0.7,0.003875969,"[23, 3, 23, 22, 15, 3, 15, 25, 5, 16, 24, 4, 20, 16, 11, 12, 10, 14, 26, 7, 2, 7, 8, 0, 8, 0, 4, 7, 11, 17, 10, 6, 5, 6, 1, 20, 13, 22, 24, 8, 5, 26, 17, 13, 26, 2, 12, 19, 16, 19, 1, 11, 12, 21, 19, 13, 9, 1, 18, 20, 0, 2, 4, 23, 3, 24, 14, 21, 10, 22, 15, 25, 9, 6, 17, 21, 18, 18, 14, 25, 9]"
c2,,,,,,,
663,0.3,0.1,0.3,0.5,0.7,0.004048583,"[17, 17, 6, 15, 6, 11, 25, 19, 0, 26, 12, 18, 16, 8, 20, 21, 24, 6, 22, 4, 26, 11, 4, 18, 16, 16, 18, 22, 8, 24, 15, 5, 1, 26, 25, 4, 20, 10, 13, 5, 0, 14, 3, 14, 13, 1, 9, 10, 9, 12, 20, 8, 23, 19, 1, 2, 17, 0, 7, 12, 15, 25, 24, 11, 2, 14, 3, 21, 5, 23, 13, 10, 19, 3, 22, 2, 23, 7, 9, 21, 7]"
788,0.3,0.3,0.3,0.5,0.7,0.004424779,"[24, 15, 26, 12, 18, 6, 0, 21, 1, 15, 19, 7, 15, 10, 22, 9, 8, 11, 20, 16, 14, 1, 22, 14, 10, 13, 1, 19, 3, 4, 10, 8, 17, 21, 4, 4, 0, 11, 16, 18, 11, 6, 7, 24, 17, 3, 0, 20, 20, 3, 23, 2, 26, 2, 9, 9, 23, 19, 25, 18, 17, 6, 14, 12, 26, 7, 16, 5, 5, 5, 25, 8, 12, 24, 23, 13, 13, 25, 2, 22, 21]"
913,0.3,0.5,0.3,0.5,0.7,0.004,"[17, 4, 14, 18, 8, 15, 22, 17, 23, 12, 25, 21, 5, 16, 5, 11, 1, 24, 23, 20, 19, 26, 2, 9, 0, 0, 2, 11, 5, 3, 3, 14, 12, 20, 4, 4, 13, 24, 19, 24, 8, 18, 19, 2, 17, 13, 16, 26, 15, 22, 10, 6, 22, 10, 0, 25, 6, 6, 21, 26, 14, 23, 7, 11, 9, 1, 15, 20, 12, 10, 25, 16, 7, 9, 7, 18, 3, 1, 8, 21, 13]"
1038,0.3,0.7,0.3,0.5,0.7,0.004132231,"[8, 13, 19, 10, 9, 23, 4, 16, 24, 22, 2, 14, 14, 4, 6, 15, 10, 10, 22, 25, 23, 18, 8, 20, 20, 0, 16, 8, 25, 11, 20, 7, 17, 6, 24, 19, 5, 12, 26, 26, 2, 17, 11, 13, 25, 2, 18, 3, 1, 23, 9, 12, 19, 11, 0, 26, 21, 7, 5, 14, 16, 7, 18, 15, 12, 21, 3, 22, 1, 1, 4, 13, 5, 21, 17, 9, 24, 6, 3, 0, 15]"
1163,0.3,0.9,0.3,0.5,0.7,0.004,"[15, 5, 20, 20, 22, 20, 14, 10, 25, 9, 16, 6, 15, 1, 3, 12, 19, 11, 18, 4, 15, 9, 8, 13, 8, 14, 3, 6, 1, 26, 17, 24, 10, 7, 24, 0, 4, 4, 5, 2, 1, 7, 16, 11, 7, 21, 22, 11, 14, 19, 17, 8, 0, 21, 23, 18, 10, 19, 23, 18, 2, 24, 17, 2, 25, 26, 12, 12, 13, 13, 3, 6, 23, 21, 0, 25, 5, 22, 9, 16, 26]"
c1,,,,,,,
163,0.1,0.3,0.3,0.5,0.7,0.003968254,"[2, 14, 2, 19, 23, 18, 17, 10, 24, 7, 0, 20, 25, 7, 8, 1, 14, 6, 17, 19, 2, 26, 19, 16, 22, 6, 4, 15, 21, 4, 1, 6, 21, 5, 0, 9, 23, 0, 18, 4, 20, 3, 10, 22, 3, 20, 10, 23, 5, 26, 14, 8, 11, 8, 24, 26, 12, 12, 11, 7, 16, 12, 15, 5, 25, 11, 21, 25, 15, 13, 17, 13, 1, 24, 22, 18, 16, 13, 9, 3, 9]"
788,0.3,0.3,0.3,0.5,0.7,0.004424779,"[24, 15, 26, 12, 18, 6, 0, 21, 1, 15, 19, 7, 15, 10, 22, 9, 8, 11, 20, 16, 14, 1, 22, 14, 10, 13, 1, 19, 3, 4, 10, 8, 17, 21, 4, 4, 0, 11, 16, 18, 11, 6, 7, 24, 17, 3, 0, 20, 20, 3, 23, 2, 26, 2, 9, 9, 23, 19, 25, 18, 17, 6, 14, 12, 26, 7, 16, 5, 5, 5, 25, 8, 12, 24, 23, 13, 13, 25, 2, 22, 21]"
1413,0.5,0.3,0.3,0.5,0.7,0.003968254,"[10, 2, 18, 8, 22, 13, 8, 0, 8, 11, 5, 15, 3, 3, 11, 13, 6, 14, 20, 26, 15, 24, 12, 24, 2, 4, 6, 17, 6, 26, 16, 14, 15, 0, 10, 19, 25, 23, 20, 0, 2, 1, 5, 10, 9, 26, 16, 25, 19, 23, 5, 21, 18, 3, 17, 1, 4, 24, 17, 23, 20, 19, 12, 7, 18, 1, 22, 7, 22, 9, 11, 21, 13, 9, 16, 7, 21, 12, 14, 25, 4]"
2038,0.7,0.3,0.3,0.5,0.7,0.004016064,"[5, 8, 17, 5, 6, 21, 15, 1, 22, 10, 14, 1, 5, 24, 15, 19, 20, 3, 17, 18, 12, 16, 26, 4, 3, 7, 0, 21, 11, 0, 9, 9, 20, 7, 26, 14, 14, 24, 15, 18, 18, 24, 1, 8, 23, 3, 11, 6, 12, 16, 13, 13, 11, 16, 4, 2, 20, 13, 10, 23, 2, 26, 10, 0, 21, 9, 23, 22, 17, 19, 22, 2, 12, 25, 25, 25, 4, 8, 19, 7, 6]"
2663,0.9,0.3,0.3,0.5,0.7,0.003937008,"[8, 0, 25, 21, 17, 1, 2, 25, 0, 23, 20, 6, 1, 26, 19, 22, 4, 5, 7, 13, 15, 16, 9, 18, 11, 1, 18, 11, 4, 23, 7, 9, 25, 24, 14, 21, 19, 11, 12, 7, 26, 8, 5, 15, 13, 24, 24, 0, 9, 2, 14, 22, 2, 3, 5, 6, 26, 13, 17, 20, 8, 6, 10, 16, 14, 18, 12, 15, 22, 12, 17, 19, 3, 21, 4, 3, 23, 20, 10, 10, 16]"
