,parameter C1,parameter C2,parameter W,parameter CR,parameter MR,fitness,sequence
0,0.1,0.1,0.1,0.1,0.1,0.00398406374501992,"[3, 3, 1, 22, 20, 11, 15, 6, 24, 22, 19, 3, 17, 8, 19, 4, 26, 11, 1, 13, 21, 12, 6, 13, 20, 25, 2, 19, 5, 4, 24, 13, 17, 0, 12, 7, 20, 18, 25, 24, 15, 22, 21, 15, 8, 17, 1, 26, 26, 23, 11, 25, 23, 16, 6, 0, 12, 21, 23, 9, 16, 14, 10, 14, 18, 7, 5, 10, 16, 10, 8, 18, 2, 9, 7, 4, 9, 5, 0, 2, 14]"
