,parameter C1,parameter C2,parameter W,parameter CR,parameter MR,fitness,sequence
0,0.1,0.1,0.9,0.9,0.05,0.0040650406504065045,"[24, 4, 24, 0, 18, 22, 10, 4, 7, 24, 18, 25, 16, 21, 3, 7, 20, 25, 22, 10, 2, 16, 12, 11, 4, 23, 0, 11, 20, 15, 21, 15, 14, 21, 11, 15, 18, 10, 19, 5, 0, 20, 16, 5, 17, 14, 14, 9, 3, 17, 9, 23, 6, 13, 1, 25, 19, 1, 22, 3, 17, 6, 2, 12, 12, 8, 9, 8, 13, 6, 19, 1, 13, 26, 7, 26, 5, 2, 8, 23, 26]"
1,0.1,0.1,0.9,0.9,0.1,0.003952569169960474,"[21, 22, 6, 2, 25, 23, 11, 14, 8, 0, 18, 23, 22, 8, 15, 15, 21, 6, 4, 20, 17, 22, 14, 0, 2, 5, 25, 9, 9, 26, 23, 15, 26, 26, 17, 8, 20, 3, 12, 20, 14, 4, 18, 24, 5, 21, 7, 19, 12, 17, 24, 13, 16, 25, 18, 12, 0, 13, 11, 10, 1, 1, 9, 7, 10, 13, 19, 4, 6, 3, 11, 24, 16, 1, 16, 5, 2, 19, 10, 3, 7]"
